Cryo,Map Resolution,PDB,Peak Level,Size Cutoff >,Cryo Type,vTree#,numOfVoxels,numberOfNeighbors,neighbor trees,Max Density,MinDensity,AvgDensity,stdDensity,Percentage of voxels within 1 std,Percentage of voxels within 2 std,PCA_EigenValue1,PCA_EigenValue2,PCA_EigenValue3,PCA Thickness Ratio ev1/ev2,PCA Thickness Ratio ev2/ev3,Structure Tensor Helix (Percentage),Structure Tensor Sheet (Percentage),Percentage of voxels with density less than average,Radius of Gyration,Width,Hlx overlap (percentage),Strand overlap (percentage),Loop overlap (percentage),Unknown (percentage) - most likely outside protein model (noise),Label
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,29,456,6,28 74 75 87 97 123,0.45,0.38,0.42,0.01,0.68,0.96,24.86,10.5,2.2,2.37,4.77,0.57,0.43,0.5,6.2,4.45295,0.2,0.79,0.01,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,15,591,4,7 22 84 156,0.55,0.4,0.47,0.03,0.68,0.95,52.93,4.89,2.73,10.83,1.79,0.5,0.5,0.53,7.9,16.6264,0.94,0.03,0.03,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,151,10,1,85,0.4,0.38,0.39,0.01,0.8,1,1.08,0.48,0.16,2.23,3.02,0.6,0.4,0.5,1.3,1.52735,0,0,0.6,0.4,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,145,12,0,,0.41,0.38,0.4,0.01,0.67,1,1.77,0.67,0.09,2.63,7.54,0.92,0.08,0.5,1.6,2.41495,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,147,11,0,,0.41,0.39,0.4,0.01,0.45,1,1.09,0.31,0.23,3.59,1.31,0.18,0.82,0.55,1.3,1.52735,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,17,562,1,121,0.47,0.36,0.41,0.02,0.67,0.95,38.42,5.69,3.21,6.75,1.77,0.51,0.49,0.51,7,5.06565,0.95,0,0.01,0.04,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,16,571,1,19,0.42,0.37,0.4,0.01,0.68,0.96,25.84,10.85,2.24,2.38,4.85,0.62,0.38,0.54,6.3,3.0547,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,146,12,1,55,0.44,0.4,0.41,0.01,0.58,1,2.51,0.46,0.09,5.47,5.2,0.92,0.08,0.58,1.8,1.52735,0.25,0,0.75,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,27,466,2,1 39,0.56,0.42,0.48,0.03,0.63,0.97,35.24,2.58,2.32,13.66,1.11,0.83,0.17,0.55,6.4,3.24,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,33,409,3,6 86 103,0.51,0.42,0.46,0.02,0.63,0.98,18.81,6.45,1.79,2.92,3.61,0.4,0.6,0.55,5.3,8.15382,0,0.89,0.11,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,32,410,2,18 76,0.39,0.36,0.38,0.01,0.67,0.95,15.89,3.64,2.79,4.37,1.3,0.54,0.46,0.55,4.8,4.45295,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,26,467,1,68,0.46,0.36,0.42,0.03,0.63,0.97,44.56,3.42,1.68,13.04,2.03,0.67,0.33,0.5,7.1,3.74123,0,0.51,0.49,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,148,10,0,,0.36,0.34,0.35,0.01,0.6,1,0.69,0.43,0.29,1.59,1.49,0.3,0.7,0.5,1.2,1.52735,0,0,0,1,Unknown
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,18,542,3,12 32 130,0.39,0.36,0.38,0.01,0.66,0.97,20.11,9.18,2.41,2.19,3.8,0.58,0.42,0.49,5.7,6.48,0.13,0.75,0.13,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,30,439,2,25 55,0.63,0.39,0.49,0.05,0.67,0.96,30.75,5.27,3.96,5.83,1.33,0.44,0.56,0.53,6.4,3.41526,0.95,0,0,0.05,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,24,472,3,12 69 71,0.4,0.37,0.38,0.01,0.68,0.96,19.93,6.01,1.9,3.32,3.16,0.51,0.49,0.55,5.4,2.64545,0.94,0,0.06,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,25,470,3,11 30 139,0.6,0.36,0.48,0.04,0.66,0.96,33.6,4.66,3.29,7.22,1.42,0.37,0.63,0.53,6.5,3.74123,0.9,0,0.08,0.02,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,31,412,3,20 41 44,0.61,0.4,0.48,0.04,0.63,0.97,31.69,4.4,3.21,7.2,1.37,0.42,0.58,0.54,6.4,15.7621,0.72,0,0.28,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,19,524,2,16 56,0.5,0.38,0.43,0.03,0.63,0.98,41.78,4.22,1.77,9.91,2.38,0.68,0.32,0.53,7,2.64545,0.9,0,0.1,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,149,10,0,,0.43,0.35,0.4,0.02,0.6,1,1.36,0.78,0,1.75,0,0.9,0.1,0.5,1.5,2.41495,0,0,0,1,Unknown
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,35,382,2,97 111,0.48,0.41,0.45,0.02,0.7,0.95,23.68,2.84,2.18,8.34,1.3,0.69,0.31,0.53,5.4,3.41526,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,21,513,6,8 10 87 96 108 123,0.49,0.37,0.43,0.02,0.72,0.93,21.04,11.18,2.41,1.88,4.64,0.43,0.57,0.55,6,5.81598,0.01,0.83,0.15,0.01,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,20,517,5,9 31 57 58 115,0.59,0.39,0.46,0.04,0.7,0.96,45.06,6.47,5.61,6.97,1.15,0.62,0.38,0.57,7.6,5.81598,0.1,0.26,0.63,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,34,397,2,42 51,0.6,0.41,0.47,0.04,0.64,0.97,26.92,6.69,2.71,4.02,2.47,0.46,0.54,0.54,6.1,5.06565,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,22,497,3,7 13 15,0.48,0.42,0.45,0.01,0.64,0.96,28.42,4.4,2.38,6.47,1.85,0.59,0.41,0.55,6,3.894,0.01,0.67,0.33,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,36,382,2,68 90,0.54,0.38,0.46,0.03,0.67,0.97,22.04,4.22,2.15,5.23,1.96,0.5,0.5,0.51,5.4,5.50694,0.91,0,0.09,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,37,379,3,14 28 75,0.45,0.38,0.41,0.02,0.59,0.98,25.75,3.01,2.81,8.56,1.07,0.57,0.43,0.52,5.7,8.97115,0.98,0.02,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,23,495,3,42 60 153,0.58,0.41,0.49,0.05,0.66,0.96,44.21,3.4,3.06,13,1.11,0.41,0.59,0.57,7.2,3.74123,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,6,1234,7,33 51 52 86 89 113 126,0.52,0.41,0.47,0.02,0.65,0.96,44.36,29.4,8.82,1.51,3.33,0.43,0.57,0.54,9.2,12.123,0.26,0.73,0,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,128,36,1,85,0.36,0.33,0.35,0.01,0.58,1,1.81,0.89,0.64,2.04,1.39,0.19,0.81,0.5,1.9,2.41495,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,114,75,2,10 120,0.48,0.43,0.45,0.02,0.65,1,4.06,1.57,0.79,2.58,1.98,0.37,0.63,0.55,2.6,3.0547,0.97,0,0.03,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,100,120,1,2,0.58,0.44,0.49,0.03,0.68,0.95,7.05,2.28,0.9,3.09,2.54,0.59,0.41,0.57,3.3,3.41526,0,0.99,0,0.01,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,78,223,1,92,0.44,0.39,0.42,0.01,0.64,0.99,6.4,3.39,1.85,1.89,1.84,0.6,0.4,0.53,3.5,3.58195,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,44,332,4,31 46 89 118,0.53,0.4,0.45,0.03,0.64,0.96,25.78,3.1,2.78,8.31,1.11,0.61,0.39,0.52,5.7,4.70761,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,50,300,2,94 105,0.57,0.42,0.49,0.04,0.62,0.98,14.62,2.5,2.11,5.84,1.19,0.77,0.23,0.52,4.5,6.48,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,87,167,5,21 29 96 97 123,0.45,0.41,0.43,0.01,0.67,0.96,5.51,3.08,1.66,1.79,1.85,0.35,0.65,0.55,3.3,4.04099,0,1,0,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,93,149,1,106,0.39,0.36,0.38,0.01,0.68,0.97,7.22,4.04,1.12,1.78,3.61,0.28,0.72,0.55,3.6,5.81598,0.42,0,0.53,0.05,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,92,152,2,39 78,0.47,0.41,0.43,0.02,0.63,0.97,5.67,2.27,1.8,2.5,1.26,0.85,0.15,0.55,3.2,3.24,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,86,167,2,6 33,0.49,0.41,0.45,0.02,0.63,0.98,6.81,3.82,1.07,1.78,3.57,0.5,0.5,0.5,3.5,4.04099,0,1,0,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,51,283,3,6 34 113,0.52,0.41,0.48,0.03,0.74,0.95,14.48,6.15,2.63,2.35,2.34,0.54,0.46,0.55,4.9,3.74123,0.06,0.94,0,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,45,330,2,5 79,0.55,0.4,0.47,0.03,0.64,0.97,15.25,4.84,2.09,3.15,2.31,0.49,0.51,0.56,4.8,4.45295,0.98,0,0,0.02,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,79,209,2,7 45,0.52,0.4,0.45,0.03,0.62,0.97,13.38,1.75,1.56,7.63,1.12,0.6,0.4,0.56,4.2,2.64545,0.44,0,0.56,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,101,118,3,3 4 99,0.64,0.4,0.5,0.05,0.64,0.98,10.15,1.51,0.93,6.73,1.63,0.55,0.45,0.57,3.6,3.41526,0,0.03,0.92,0.04,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,115,73,3,8 20 113,0.52,0.42,0.47,0.03,0.63,0.99,4.87,1.82,0.82,2.68,2.22,0.75,0.25,0.51,2.8,4.04099,0,1,0,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,129,35,0,,0.41,0.35,0.38,0.02,0.57,1,4.72,0.78,0.68,6.05,1.15,0.43,0.57,0.46,2.5,3.41526,0,0,0,1,Unknown
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,7,1128,7,5 15 22 41 59 79 116,0.49,0.42,0.46,0.02,0.66,0.96,65.84,11.8,5.63,5.58,2.1,0.39,0.61,0.53,9.2,20.1761,0,0.89,0.11,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,5,1594,6,7 8 9 45 72 137,0.55,0.4,0.47,0.03,0.63,0.97,38.44,32.86,15.51,1.17,2.12,0.53,0.47,0.54,9.4,6.91537,0.24,0.52,0.25,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,103,115,2,33 52,0.46,0.41,0.44,0.01,0.67,0.97,5.02,2.08,1.12,2.41,1.85,0.53,0.47,0.46,2.9,3.41526,0,0.7,0.3,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,117,70,2,9 106,0.44,0.38,0.41,0.01,0.64,0.97,3.9,1.75,0.64,2.22,2.73,0.46,0.54,0.46,2.6,2.41495,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,53,269,3,2 77 82,0.47,0.38,0.43,0.02,0.68,0.96,21.11,4.21,1.71,5.01,2.46,0.61,0.39,0.53,5.3,3.58195,0,0.34,0.66,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,47,324,3,8 13 41,0.58,0.42,0.49,0.04,0.61,0.98,19.6,3.28,2.25,5.97,1.46,0.36,0.64,0.54,5.1,10.471,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,90,154,2,11 36,0.49,0.38,0.42,0.03,0.65,0.95,4.98,2.33,1.97,2.14,1.18,0.42,0.58,0.58,3.1,4.94918,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,84,171,2,15 41,0.5,0.4,0.45,0.02,0.66,0.95,6.69,3.2,1.41,2.09,2.26,0.61,0.39,0.54,3.4,3.0547,0.12,0,0.88,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,85,171,2,128 151,0.4,0.34,0.37,0.01,0.65,0.96,6.51,4.27,1.25,1.52,3.42,0.45,0.55,0.53,3.6,5.61185,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,91,153,2,49 63,0.5,0.42,0.45,0.02,0.6,0.97,3.68,3.37,1.61,1.09,2.09,0.73,0.27,0.52,3,4.04099,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,46,329,6,43 44 73 83 118 119,0.52,0.39,0.45,0.03,0.68,0.96,21.21,5.86,1.7,3.62,3.45,0.73,0.27,0.54,5.4,3.58195,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,52,275,3,6 103 110,0.51,0.39,0.45,0.02,0.68,0.94,8.27,5.31,1.65,1.56,3.22,0.43,0.57,0.53,4,4.45295,0,0.01,0.99,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,116,70,2,7 59,0.47,0.43,0.45,0.01,0.64,0.99,3.39,1.4,0.93,2.42,1.51,0.6,0.4,0.56,2.5,2.41495,0.01,0.99,0,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,102,117,1,62,0.49,0.39,0.44,0.03,0.62,0.99,3.47,2.55,1.31,1.36,1.94,0.32,0.68,0.5,2.8,4.45295,0.44,0,0.56,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,4,2305,11,2 3 40 42 60 61 65 88 99 101 127,0.57,0.38,0.49,0.05,0.66,0.96,158.51,65.92,21.6,2.4,3.05,0.52,0.48,0.55,15.8,11.1716,0.4,0.39,0.21,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,106,102,3,9 93 117,0.44,0.36,0.39,0.02,0.68,0.94,8.83,1.7,1.17,5.2,1.45,0.46,0.54,0.52,3.5,2.64545,0.01,0,0.88,0.11,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,112,79,2,98 108,0.39,0.35,0.37,0.01,0.67,0.96,4.43,1.69,1.01,2.63,1.68,0.57,0.43,0.49,2.7,3.894,0.3,0,0.7,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,56,264,2,19 81,0.52,0.42,0.47,0.03,0.6,0.98,12.59,2.25,2.05,5.61,1.1,0.93,0.07,0.53,4.2,3.41526,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,42,339,5,2 4 23 34 88,0.59,0.41,0.48,0.04,0.65,0.96,20.86,5.69,2.48,3.66,2.29,0.45,0.55,0.58,5.5,5.06565,0.75,0,0.24,0.02,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,95,136,2,14 69,0.4,0.38,0.39,0.01,0.64,0.98,7.7,2.07,1.25,3.72,1.65,0.57,0.43,0.52,3.4,4.45295,0,0.13,0.88,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,81,202,2,56 94,0.56,0.43,0.48,0.03,0.61,0.99,6.27,2.62,2.17,2.39,1.21,0.9,0.1,0.53,3.4,4.04099,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,80,209,2,13 59,0.46,0.39,0.42,0.02,0.64,0.96,8.41,2.61,1.58,3.22,1.65,0.55,0.45,0.53,3.6,3.0547,0.48,0,0.52,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,94,143,2,50 81,0.57,0.44,0.5,0.03,0.6,0.98,3.71,2.36,2.1,1.57,1.12,0.98,0.02,0.5,2.9,4.04099,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,43,335,2,46 67,0.61,0.39,0.48,0.04,0.68,0.96,24.88,2.86,2.06,8.69,1.39,0.7,0.3,0.56,5.5,3.58195,0.95,0,0.05,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,57,264,3,9 20 64,0.46,0.36,0.42,0.02,0.68,0.95,13.29,4.58,1.75,2.9,2.62,0.48,0.52,0.55,4.5,5.2909,0.01,0.24,0.75,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,113,78,4,6 8 51 115,0.56,0.43,0.48,0.03,0.63,0.97,3.81,1.59,0.9,2.4,1.76,0.53,0.47,0.56,2.6,4.04099,0,1,0,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,107,101,1,38,0.44,0.41,0.42,0.01,0.61,0.99,3.83,1.71,1.29,2.24,1.33,0.34,0.66,0.5,2.7,4.04099,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,1,4125,8,3 27 48 60 70 104 105 122,0.48,0.35,0.46,0.03,0.72,0.95,157.43,62.63,24.55,2.51,2.55,0.5,0.5,0.57,15.7,25.965,0.1,0.55,0.34,0.01,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,3,3064,7,1 4 61 88 101 124 133,0.59,0.37,0.49,0.05,0.65,0.97,141.52,70.24,35.82,2.01,1.96,0.6,0.4,0.54,15.8,21.7077,0.23,0.36,0.4,0.01,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,111,80,2,35 75,0.45,0.42,0.43,0.01,0.65,0.98,4.06,1.61,0.92,2.53,1.75,0.31,0.69,0.49,2.6,3.24,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,105,103,2,1 50,0.46,0.39,0.42,0.01,0.67,0.96,5.15,1.75,1.18,2.94,1.48,0.5,0.5,0.52,2.9,2.64545,0.01,0,0.98,0.01,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,139,18,1,25,0.37,0.34,0.36,0.01,0.67,1,1.43,0.59,0.29,2.42,2.01,0.33,0.67,0.5,1.6,1.87062,0,0,0,1,Unknown
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,41,349,4,7 31 47 84,0.59,0.4,0.49,0.04,0.67,0.97,21.76,5.14,2.24,4.23,2.3,0.44,0.56,0.55,5.5,6.91537,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,55,268,4,30 65 146 150,0.54,0.39,0.45,0.04,0.64,0.94,14.79,3.7,2.52,4,1.47,0.52,0.48,0.56,4.7,5.50694,0.49,0,0.51,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,69,243,2,24 95,0.39,0.37,0.38,0,0.67,0.97,8,3.91,1.71,2.04,2.29,0.46,0.54,0.53,3.8,5.81598,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,82,190,2,2 53,0.5,0.39,0.45,0.02,0.63,0.98,9.61,2.19,1.57,4.38,1.4,0.61,0.39,0.51,3.7,4.45295,0,0.07,0.93,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,96,136,4,10 21 87 97,0.46,0.41,0.43,0.01,0.68,0.94,4.59,3.44,1.43,1.33,2.4,0.47,0.53,0.57,3.2,3.24,0,0.96,0.03,0.01,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,97,135,4,29 35 87 96,0.45,0.41,0.43,0.01,0.67,0.97,3.59,2.39,1.89,1.5,1.27,0.42,0.58,0.56,2.9,3.0547,0,0.88,0.12,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,83,173,5,2 46 62 119 127,0.56,0.41,0.48,0.04,0.65,0.98,14.65,2.03,1.38,7.23,1.47,0.75,0.25,0.54,4.3,5.81598,0.32,0.67,0.01,0,Sheet
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,68,244,3,26 36 134,0.54,0.41,0.47,0.03,0.61,0.97,9.64,3.05,1.99,3.16,1.54,0.53,0.47,0.55,3.9,4.70761,0.95,0.05,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,54,269,2,66 73,0.58,0.43,0.49,0.04,0.64,0.97,11.92,3.02,2.02,3.94,1.5,0.38,0.62,0.55,4.2,3.74123,0.91,0,0.09,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,40,365,2,4 67,0.56,0.43,0.49,0.04,0.68,0.96,19.06,5.17,2.21,3.68,2.34,0.43,0.57,0.54,5.2,3.24,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,138,19,1,65,0.41,0.37,0.39,0.01,0.68,1,0.9,0.71,0.52,1.27,1.36,0.42,0.58,0.53,1.5,2.64545,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,104,109,2,1 140,0.44,0.39,0.41,0.01,0.66,0.96,4.73,1.58,1.38,2.99,1.14,0.67,0.33,0.55,2.9,2.41495,1,0,0,0,Helix
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,110,81,2,52 89,0.5,0.4,0.44,0.02,0.62,0.99,2.6,1.56,1.38,1.66,1.13,0.58,0.42,0.56,2.4,3.24,0,0,1,0,Loop
ProteinSet/emd_0002_C.mrc,4.1,ProteinSet/6gh6.pdb,0.95,9,Authentic,2,3435,11,4 9 42 53 66 77 82 83 100 118 124,0.6,0.38,0.48,0.04,0.66,0.96,123.33,81.78,24.28,1.51,3.37,0.6,0.4,0.56,15.2,4.04099,0.11,0.58,0.3,0.01,Sheet
ProteinSet/emd-5577_P.mrc,5,ProteinSet/3j2w.pdb,0.95,9,Authentic,2,936,10,4 12 21 36 46 59 71 72 77 81,0.4,0.16,0.26,0.04,0.71,0.95,33.96,22.51,10.85,1.51,2.08,0.45,0.55,0.55,8.3,4.15324,0,0.89,0.08,0.02,Sheet
ProteinSet/emd-5577_P.mrc,5,ProteinSet/3j2w.pdb,0.95,9,Authentic,29,160,5,8 13 15 19 63,0.56,0.33,0.43,0.05,0.6,0.98,6.32,2.28,1.91,2.77,1.2,0.51,0.49,0.54,3.3,5.20636,0,0.94,0.06,0,Sheet
ProteinSet/emd-5577_P.mrc,5,ProteinSet/3j2w.pdb,0.95,9,Authentic,15,223,4,8 13 29 43,0.63,0.32,0.45,0.07,0.61,0.97,10.28,2.66,2.17,3.87,1.22,0.49,0.51,0.53,4,3.68145,0,1,0,0,Sheet
ProteinSet/emd-5577_P.mrc,5,ProteinSet/3j2w.pdb,0.95,9,Authentic,14,247,2,18 64,0.5,0.19,0.31,0.05,0.73,0.94,15.18,3.88,1.69,3.91,2.29,0.31,0.69,0.55,4.6,4.57665,0,0.62,0.37,0,Sheet
ProteinSet/emd-5577_P.mrc,5,ProteinSet/3j2w.pdb,0.95,9,Authentic,28,165,4,5 22 52 55,0.52,0.32,0.42,0.05,0.59,1,6.33,2.85,1.76,2.22,1.62,0.44,0.56,0.48,3.4,6.07972,0,0.94,0.06,0,Sheet
